Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"PDE7A","Phosphodiesterase 7A","Protein Coding","49","GC08M065739","1.33438313007355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE7A"
"RAD51-AS1","RAD51 Antisense RNA 1","RNA Gene","17","GC15M040749","1.33427715301514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51-AS1"
"PCYOX1","Prenylcysteine Oxidase 1","Protein Coding","46","GC02P070257","1.33412575721741","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCYOX1"
"ABHD10","Abhydrolase Domain Containing 10, Depalmitoylase","Protein Coding","44","GC03P111978","1.33412575721741","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD10"
"L3MBTL2","L3MBTL Histone Methyl-Lysine Binding Protein 2","Protein Coding","44","GC22P041205","1.33406901359558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=L3MBTL2"
"SHTN1","Shootin 1","Protein Coding","42","GC10M116884","1.33395195007324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHTN1"
"STXBP5L","Syntaxin Binding Protein 5L","Protein Coding","41","GC03P120908","1.33395195007324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP5L"
"TBC1D19","TBC1 Domain Family Member 19","Protein Coding","38","GC04P026585","1.33395195007324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D19"
"MED30","Mediator Complex Subunit 30","Protein Coding","44","GC08P117521","1.33391857147217","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED30"
"TM9SF2","Transmembrane 9 Superfamily Member 2","Protein Coding","44","GC13P099446","1.33389067649841","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM9SF2"
"MAPK8IP2","Mitogen-Activated Protein Kinase 8 Interacting Protein 2","Protein Coding","41","GC22P050600","1.33268523216248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8IP2"
"PLEKHF2","Pleckstrin Homology And FYVE Domain Containing 2","Protein Coding","42","GC08P095115","1.33157622814178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHF2"
"NDUFS8","NADH:Ubiquinone Oxidoreductase Core Subunit S8","Protein Coding","51","GC11P068030","1.33092892169952","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS8"
"EIF2B1","Eukaryotic Translation Initiation Factor 2B Subunit Alpha","Protein Coding","50","GC12M123620","1.32984924316406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2B1"
"TRHDE","Thyrotropin Releasing Hormone Degrading Enzyme","Protein Coding","46","GC12P072087","1.3297131061554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRHDE"
"KCNJ2","Potassium Inwardly Rectifying Channel Subfamily J Member 2","Protein Coding","55","GC17P070168","1.32850468158722","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ2"
"ZNF578","Zinc Finger Protein 578","Protein Coding","36","GC19P080193","1.32847332954407","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF578"
"ZNF808","Zinc Finger Protein 808","Protein Coding","35","GC19P052527","1.32847332954407","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF808"
"ATXN7L3","Ataxin 7 Like 3","Protein Coding","42","GC17M044191","1.32784903049469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN7L3"
"MAP4K5","Mitogen-Activated Protein Kinase Kinase Kinase Kinase 5","Protein Coding","50","GC14M050418","1.32739818096161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP4K5"
"MIR4488","MicroRNA 4488","RNA Gene","16","GC11P061508","1.32739818096161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4488"
"PRR34","PRR34 Long Non-Coding RNA","RNA Gene","27","GC22M066032","1.32736563682556","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR34"
"CCS","Copper Chaperone For Superoxide Dismutase","Protein Coding","49","GC11P066593","1.32684552669525","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCS"
"ITGA10","Integrin Subunit Alpha 10","Protein Coding","46","GC01M145891","1.32538878917694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA10"
"LMBR1","Limb Development Membrane Protein 1","Protein Coding","47","GC07M156668","1.32516324520111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMBR1"
"SEC22A","SEC22 Homolog A, Vesicle Trafficking Protein","Protein Coding","42","GC03P123201","1.32516324520111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC22A"
"USP40","Ubiquitin Specific Peptidase 40","Protein Coding","42","GC02M233475","1.32516324520111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP40"
"WWC2","WW And C2 Domain Containing 2","Protein Coding","42","GC04P183099","1.32516324520111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWC2"
"RIC8B","RIC8 Guanine Nucleotide Exchange Factor B","Protein Coding","40","GC12P106774","1.32516324520111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIC8B"
"NOTCH2NLA","Notch 2 N-Terminal Like A","Protein Coding","35","GC01M153712","1.32516324520111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH2NLA"
"BET1","Bet1 Golgi Vesicular Membrane Trafficking Protein","Protein Coding","44","GC07M093962","1.32511126995087","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BET1"
"ITLN2","Intelectin 2","Protein Coding","40","GC01M160945","1.32511126995087","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITLN2"
"LINC02044","Long Intergenic Non-Protein Coding RNA 2044","RNA Gene","16","GC03M113143","1.32511126995087","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02044"
"MIR4787","MicroRNA 4787","RNA Gene","18","GC03P050976","1.32510888576508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4787"
"NPSR1","Neuropeptide S Receptor 1","Protein Coding","48","GC07P034664","1.32467544078827","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPSR1"
"PTCHD3","Patched Domain Containing 3 (Gene/Pseudogene)","Protein Coding","37","GC10M028053","1.32466053962708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCHD3"
"MPST","Mercaptopyruvate Sulfurtransferase","Protein Coding","49","GC22P037019","1.32453107833862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPST"
"QPRT","Quinolinate Phosphoribosyltransferase","Protein Coding","47","GC16P044990","1.32453107833862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QPRT"
"UNC5D","Unc-5 Netrin Receptor D","Protein Coding","47","GC08P035235","1.32379388809204","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC5D"
"GABPB2","GA Binding Protein Transcription Factor Subunit Beta 2","Protein Coding","43","GC01P151070","1.3232706785202","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABPB2"
"RPLP0P6","Ribosomal Protein Lateral Stalk Subunit P0 Pseudogene 6","Pseudogene","24","GC02P038481","1.32296514511108","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPLP0P6"
"TAF9B","TATA-Box Binding Protein Associated Factor 9b","Protein Coding","45","GC0XM078129","1.32243931293488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF9B"
"MIR124-2HG","MIR124-2 Host Gene","RNA Gene","18","GC08P064373","1.32236468791962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-2HG"
"CCZ1B","CCZ1 Homolog B, Vacuolar Protein Trafficking And Biogenesis Associated","Protein Coding","36","GC07M006794","1.32221162319183","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCZ1B"
"SPACA1","Sperm Acrosome Associated 1","Protein Coding","40","GC06P100857","1.32172346115112","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPACA1"
"IFNL3","Interferon Lambda 3","Protein Coding","42","GC19M039243","1.32122790813446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL3"
"OSGIN1","Oxidative Stress Induced Growth Inhibitor 1","Protein Coding","42","GC16P083934","1.32122600078583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSGIN1"
"DPH2","Diphthamide Biosynthesis 2","Protein Coding","46","GC01P043969","1.32098925113678","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPH2"
"NDUFB3","NADH:Ubiquinone Oxidoreductase Subunit B3","Protein Coding","48","GC02P201071","1.32026076316833","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB3"
"DDX4","DEAD-Box Helicase 4","Protein Coding","47","GC05P055738","1.31991112232208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX4"
"SH2D2A","SH2 Domain Containing 2A","Protein Coding","45","GC01M157038","1.31956791877747","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2D2A"
"DYRK3","Dual Specificity Tyrosine Phosphorylation Regulated Kinase 3","Protein Coding","47","GC01P206636","1.31941843032837","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK3"
"MIR5690","MicroRNA 5690","RNA Gene","13","GC06M078087","1.31845653057098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5690"
"RNA18SN2","RNA, 18S Ribosomal N2","RNA Gene","7","GC21P013313","1.31845653057098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18SN2"
"RNA18SN3","RNA, 18S Ribosomal N3","RNA Gene","7","GC21P013314","1.31845653057098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18SN3"
"PIGN","Phosphatidylinositol Glycan Anchor Biosynthesis Class N","Protein Coding","48","GC18M061905","1.31827116012573","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGN"
"ZBTB4","Zinc Finger And BTB Domain Containing 4","Protein Coding","42","GC17M007459","1.31825935840607","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB4"
"PLEKHM2","Pleckstrin Homology And RUN Domain Containing M2","Protein Coding","42","GC01P015908","1.31803548336029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHM2"
"ENSG00000228274","Novel Transcript, Antisense To CBY1","RNA Gene","11","GC22M038667","1.31803548336029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000228274"
"C11orf98","Chromosome 11 Open Reading Frame 98","Protein Coding","24","GC11M105959","1.31764817237854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C11orf98"
"CBLIF","Cobalamin Binding Intrinsic Factor","Protein Coding","50","GC11M059829","1.31741046905518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBLIF"
"MIR3185","MicroRNA 3185","RNA Gene","13","GC17M048724","1.31688559055328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3185"
"HR","HR Lysine Demethylase And Nuclear Receptor Corepressor","Protein Coding","50","GC08M022114","1.3168420791626","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HR"
"SLITRK3","SLIT And NTRK Like Family Member 3","Protein Coding","45","GC03M165184","1.3160001039505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLITRK3"
"DOHH","Deoxyhypusine Hydroxylase","Protein Coding","44","GC19M008386","1.3160001039505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOHH"
"FUT10","Fucosyltransferase 10","Protein Coding","44","GC08M033308","1.3160001039505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT10"
"TANGO2","Transport And Golgi Organization 2 Homolog","Protein Coding","42","GC22P020017","1.3160001039505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANGO2"
"TESMIN","Testis Expressed Metallothionein Like Protein","Protein Coding","42","GC11M106270","1.3160001039505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TESMIN"
"ARHGEF37","Rho Guanine Nucleotide Exchange Factor 37","Protein Coding","40","GC05P149551","1.3160001039505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF37"
"SLC35A4","Solute Carrier Family 35 Member A4","Protein Coding","38","GC05P147581","1.3160001039505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35A4"
"DEFB104A","Defensin Beta 104A","Protein Coding","36","GC08P007836","1.3160001039505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB104A"
"POLR2J2","RNA Polymerase II Subunit J2","Protein Coding","34","GC07M103827","1.3160001039505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2J2"
"ACBD5","Acyl-CoA Binding Domain Containing 5","Protein Coding","47","GC10M027182","1.31497550010681","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACBD5"
"MIR633","MicroRNA 633","RNA Gene","16","GC17P062944","1.31489026546478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR633"
"AMY2B","Amylase Alpha 2B","Protein Coding","46","GC01P103554","1.31444835662842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMY2B"
"ADRA2A","Adrenoceptor Alpha 2A","Protein Coding","52","GC10P111077","1.31426918506622","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA2A"
"LSM3","LSM3 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated","Protein Coding","46","GC03P014413","1.31336188316345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM3"
"BTN3A2","Butyrophilin Subfamily 3 Member A2","Protein Coding","44","GC06P026365","1.31304967403412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTN3A2"
"ZBTB40","Zinc Finger And BTB Domain Containing 40","Protein Coding","44","GC01P022428","1.31291699409485","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB40"
"GMCL1","Germ Cell-Less 1, Spermatogenesis Associated","Protein Coding","41","GC02P069829","1.31291699409485","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMCL1"
"IFT27","Intraflagellar Transport 27","Protein Coding","45","GC22M065930","1.31237077713013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT27"
"MOCS1","Molybdenum Cofactor Synthesis 1","Protein Coding","46","GC06M039899","1.31197667121887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOCS1"
"DUSP12","Dual Specificity Phosphatase 12","Protein Coding","44","GC01P161749","1.31176948547363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP12"
"TYMSOS","TYMS Opposite Strand RNA","RNA Gene","29","GC18M000888","1.31160950660706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYMSOS"
"KIRREL1","Kirre Like Nephrin Family Adhesion Molecule 1","Protein Coding","47","GC01P157994","1.31142401695251","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIRREL1"
"CENPK","Centromere Protein K","Protein Coding","43","GC05M065515","1.31134438514709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPK"
"C6orf15","Chromosome 6 Open Reading Frame 15","Protein Coding","39","GC06M031111","1.31107640266418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C6orf15"
"MIR5692C1","MicroRNA 5692c-1","RNA Gene","10","GC05M135802","1.31080758571625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5692C1"
"MIR5692C2","MicroRNA 5692c-2","RNA Gene","10","GC07M097964","1.31080758571625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5692C2"
"RNA18SN5","RNA, 18S Ribosomal N5","RNA Gene","5","GC00P7E0314","1.31080758571625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA18SN5"
"RNA28SN5","RNA, 28S Ribosomal N5","RNA Gene","5","GC00P7E0316","1.31080758571625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA28SN5"
"CREM","CAMP Responsive Element Modulator","Protein Coding","47","GC10P035126","1.31070220470428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREM"
"NXPE4","Neurexophilin And PC-Esterase Domain Family Member 4","Protein Coding","40","GC11M114570","1.31051909923553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXPE4"
"PDCD11","Programmed Cell Death 11","Protein Coding","43","GC10P103396","1.30979883670807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD11"
"SEPSECS","Sep (O-Phosphoserine) TRNA:Sec (Selenocysteine) TRNA Synthase","Protein Coding","51","GC04M025121","1.30952942371368","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPSECS"
"LINC02004","Long Intergenic Non-Protein Coding RNA 2004","RNA Gene","15","GC03P134291","1.30941367149353","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02004"
"TIGD6","Tigger Transposable Element Derived 6","Protein Coding","41","GC05M149993","1.30932331085205","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIGD6"
"DLEU7","Deleted In Lymphocytic Leukemia 7","Protein Coding","34","GC13M050519","1.30885863304138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEU7"
"GNPDA1","Glucosamine-6-Phosphate Deaminase 1","Protein Coding","46","GC05M141991","1.308189868927","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNPDA1"
"MIR1203","MicroRNA 1203","RNA Gene","17","GC17M048156","1.308189868927","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1203"
"LINC02599","Long Intergenic Non-Protein Coding RNA 2599","RNA Gene","14","GC08P048556","1.308189868927","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02599"
"PCF11","PCF11 Cleavage And Polyadenylation Factor Subunit","Protein Coding","42","GC11P083156","1.30782639980316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCF11"
"LRRC14","Leucine Rich Repeat Containing 14","Protein Coding","43","GC08P144517","1.30780947208405","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC14"
"COL20A1","Collagen Type XX Alpha 1 Chain","Protein Coding","44","GC20P063293","1.30757141113281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL20A1"
"PEX2","Peroxisomal Biogenesis Factor 2","Protein Coding","50","GC08M076980","1.30718994140625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX2"
"SNORD14E","Small Nucleolar RNA, C/D Box 14E","RNA Gene","15","GC11M123058","1.30718731880188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD14E"
"SNORA75","Small Nucleolar RNA, H/ACA Box 75","RNA Gene","21","GC02M231455","1.30654847621918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA75"
"ADSS1","Adenylosuccinate Synthase 1","Protein Coding","51","GC14P111624","1.30641007423401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADSS1"
"ADGRD1","Adhesion G Protein-Coupled Receptor D1","Protein Coding","47","GC12P130953","1.30641007423401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRD1"
"RANBP17","RAN Binding Protein 17","Protein Coding","45","GC05P170861","1.30641007423401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP17"
"LRRN1","Leucine Rich Repeat Neuronal 1","Protein Coding","44","GC03P003799","1.30641007423401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRN1"
"HSD17B14","Hydroxysteroid 17-Beta Dehydrogenase 14","Protein Coding","42","GC19M048813","1.30641007423401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B14"
"SH3BGR","SH3 Domain Binding Glutamate Rich Protein","Protein Coding","42","GC21P039445","1.30641007423401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3BGR"
"AKIRIN1","Akirin 1","Protein Coding","40","GC01P038991","1.30641007423401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKIRIN1"
"METTL15","Methyltransferase Like 15","Protein Coding","40","GC11P028109","1.30641007423401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL15"
"MATCAP1","Microtubule Associated Tyrosine Carboxypeptidase 1","Protein Coding","36","GC16M067177","1.30641007423401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MATCAP1"
"HMGN4","High Mobility Group Nucleosomal Binding Domain 4","Protein Coding","39","GC06P026538","1.30634927749634","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGN4"
"MRPL18","Mitochondrial Ribosomal Protein L18","Protein Coding","41","GC06P159789","1.30576181411743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL18"
"TBCEL","Tubulin Folding Cofactor E Like","Protein Coding","43","GC11P121024","1.30558705329895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCEL"
"UBE2W","Ubiquitin Conjugating Enzyme E2 W","Protein Coding","43","GC08M073780","1.30558705329895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2W"
"STEAP2-AS1","STEAP2 Antisense RNA 1","RNA Gene","17","GC07M089882","1.30549216270447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEAP2-AS1"
"COQ2","Coenzyme Q2, Polyprenyltransferase","Protein Coding","47","GC04M083261","1.30468583106995","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ2"
"CA13","Carbonic Anhydrase 13","Protein Coding","45","GC08P085236","1.30453443527222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA13"
"NPHP1","Nephrocystin 1","Protein Coding","50","GC02M110122","1.30429911613464","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPHP1"
"PTAR1","Protein Prenyltransferase Alpha Subunit Repeat Containing 1","Protein Coding","40","GC09M069709","1.30387759208679","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTAR1"
"NT5C","5', 3'-Nucleotidase, Cytosolic","Protein Coding","48","GC17M075130","1.30378794670105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5C"
"ODR4","Odr-4 GPCR Localization Factor Homolog","Protein Coding","36","GC01P186376","1.30375456809998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODR4"
"MN298114-049","","RNA Gene","6","GC14M025009","1.30372738838196","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-049"
"OSTM1","Osteoclastogenesis Associated Transmembrane Protein 1","Protein Coding","48","GC06M108251","1.30371272563934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSTM1"
"MIR1245A","MicroRNA 1245a","RNA Gene","15","GC02P188978","1.30339336395264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1245A"
"LINC02143","Long Intergenic Non-Protein Coding RNA 2143","RNA Gene","13","GC05M164449","1.3030287027359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02143"
"RN7SL5P","RNA, 7SL, Cytoplasmic 5, Pseudogene","Pseudogene","10","GC09P009441","1.3030287027359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SL5P"
"GLULP6","Glutamate-Ammonia Ligase Pseudogene 6","Pseudogene","9","GC02M194129","1.3030287027359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLULP6"
"RPL9P19","Ribosomal Protein L9 Pseudogene 19","Pseudogene","9","GC07P009045","1.3030287027359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL9P19"
"RPS12P24","Ribosomal Protein S12 Pseudogene 24","Pseudogene","9","GC13M037220","1.3030287027359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS12P24"
"RPS18P6","Ribosomal Protein S18 Pseudogene 6","Pseudogene","9","GC03P095171","1.3030287027359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS18P6"
"KRT18P27","Keratin 18 Pseudogene 27","Pseudogene","7","GC13P090230","1.3030287027359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT18P27"
"RPS8P6","Ribosomal Protein S8 Pseudogene 6","Pseudogene","7","GC03M000309","1.3030287027359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS8P6"
"MIR5698","MicroRNA 5698","RNA Gene","9","GC01M154151","1.30291569232941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5698"
"MIR5701-1","MicroRNA 5701-1","RNA Gene","9","GC15P020940","1.30291569232941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5701-1"
"MIR5701-2","MicroRNA 5701-2","RNA Gene","9","GC15P049829","1.30291569232941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5701-2"
"MIR5701-3","MicroRNA 5701-3","RNA Gene","7","GC15P049899","1.30291569232941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5701-3"
"ZNF197","Zinc Finger Protein 197","Protein Coding","40","GC03P050726","1.3028929233551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF197"
"LOC101929552","Uncharacterized LOC101929552","RNA Gene","14","GC17M082717","1.30273699760437","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101929552"
"CLP1","Cleavage Factor Polyribonucleotide Kinase Subunit 1","Protein Coding","48","GC11P057648","1.30220103263855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLP1"
"MED18","Mediator Complex Subunit 18","Protein Coding","41","GC01P029274","1.30220103263855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED18"
"ECHS1","Enoyl-CoA Hydratase, Short Chain 1","Protein Coding","53","GC10M133362","1.3012638092041","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECHS1"
"C6orf136","Chromosome 6 Open Reading Frame 136","Protein Coding","36","GC06P100173","1.29982364177704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C6orf136"
"TREH","Trehalase","Protein Coding","51","GC11M118657","1.29965651035309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREH"
"DOCK3","Dedicator Of Cytokinesis 3","Protein Coding","48","GC03P050975","1.29965651035309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK3"
"JPH4","Junctophilin 4","Protein Coding","41","GC14M023568","1.29955518245697","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JPH4"
"STEAP1B-AS1","STEAP1B Antisense RNA 1","RNA Gene","17","GC07P022563","1.29948735237122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEAP1B-AS1"
"PAIP2B","Poly(A) Binding Protein Interacting Protein 2B","Protein Coding","40","GC02M071228","1.29920566082001","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAIP2B"
"MT1L","Metallothionein 1L, Pseudogene","Pseudogene","26","GC16P056617","1.29915750026703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1L"
"RSPH3","Radial Spoke Head 3","Protein Coding","43","GC06M158962","1.29686403274536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSPH3"
"POU3F4","POU Class 3 Homeobox 4","Protein Coding","45","GC0XP083508","1.2965270280838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU3F4"
"IFT122","Intraflagellar Transport 122","Protein Coding","47","GC03P135770","1.29632723331451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT122"
"CMC1","C-X9-C Motif Containing 1","Protein Coding","42","GC03P028273","1.29632723331451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMC1"
"SNPH","Syntaphilin","Protein Coding","42","GC20P001266","1.29632723331451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNPH"
"GMEB1","Glucocorticoid Modulatory Element Binding Protein 1","Protein Coding","40","GC01P029294","1.29632723331451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMEB1"
"DHRSX","Dehydrogenase/Reductase X-Linked","Protein Coding","38","GC0XM002219","1.29632723331451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRSX"
"MTCO3P1","MT-CO3 Pseudogene 1","Pseudogene","10","GC06M032706","1.29614436626434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCO3P1"
"UBE2G2","Ubiquitin Conjugating Enzyme E2 G2","Protein Coding","48","GC21M044768","1.29571795463562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2G2"
